# mc-number	             name	     mass	    width	deg	Qb	Qs	Qc	Qbot	isospin	charge	decays	   Nyield
#      3122	           Lambda	  1.11568	0.00000e+00	2	1	 -1	0	0	0	  0	  1	1.91251e-05
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    2.90547e-01	    1.11568e+00	    4.03701e-04	    4.62808e-04	    3.94460e-05	    9.47839e-05	    4.57007e-05	    4.75815e-04	    5.83253e-04	    3.96569e-03	    4.63284e-03	    1.25680e-04	    2.27705e-04	    1.44916e-04
    2.94483e-01	    1.11568e+00	    4.06162e-04	    4.65559e-04	    4.07635e-05	    9.64205e-05	    4.72204e-05	    4.77481e-04	    5.85290e-04	    3.99249e-03	    4.66328e-03	    1.28152e-04	    2.29393e-04	    1.47743e-04
    2.98426e-01	    1.11568e+00	    4.08533e-04	    4.68204e-04	    4.21013e-05	    9.80645e-05	    4.87631e-05	    4.79007e-04	    5.87157e-04	    4.01847e-03	    4.69273e-03	    1.30618e-04	    2.31070e-04	    1.50564e-04
    3.02379e-01	    1.11568e+00	    4.10813e-04	    4.70742e-04	    4.34591e-05	    9.97156e-05	    5.03284e-05	    4.80396e-04	    5.88855e-04	    4.04362e-03	    4.72119e-03	    1.33079e-04	    2.32737e-04	    1.53376e-04
    3.06340e-01	    1.11568e+00	    4.13001e-04	    4.73174e-04	    4.48366e-05	    1.01373e-04	    5.19159e-05	    4.81646e-04	    5.90383e-04	    4.06794e-03	    4.74866e-03	    1.35532e-04	    2.34390e-04	    1.56179e-04
    3.10309e-01	    1.11568e+00	    4.15098e-04	    4.75500e-04	    4.62333e-05	    1.03037e-04	    5.35250e-05	    4.82758e-04	    5.91743e-04	    4.09143e-03	    4.77514e-03	    1.37977e-04	    2.36031e-04	    1.58971e-04
    3.14288e-01	    1.11568e+00	    4.17102e-04	    4.77718e-04	    4.76488e-05	    1.04706e-04	    5.51554e-05	    4.83733e-04	    5.92934e-04	    4.11408e-03	    4.80061e-03	    1.40412e-04	    2.37657e-04	    1.61751e-04
    3.18276e-01	    1.11568e+00	    4.19015e-04	    4.79829e-04	    4.90826e-05	    1.06381e-04	    5.68064e-05	    4.84569e-04	    5.93956e-04	    4.13589e-03	    4.82508e-03	    1.42837e-04	    2.39268e-04	    1.64517e-04
    3.22273e-01	    1.11568e+00	    4.20835e-04	    4.81832e-04	    5.05344e-05	    1.08061e-04	    5.84775e-05	    4.85269e-04	    5.94811e-04	    4.15685e-03	    4.84855e-03	    1.45250e-04	    2.40863e-04	    1.67269e-04
    3.26279e-01	    1.11568e+00	    4.22562e-04	    4.83728e-04	    5.20037e-05	    1.09745e-04	    6.01682e-05	    4.85832e-04	    5.95498e-04	    4.17696e-03	    4.87100e-03	    1.47649e-04	    2.42440e-04	    1.70004e-04
