# mc-number	             name	     mass	    width	deg	Qb	Qs	Qc	Qbot	isospin	charge	decays	   Nyield
#       211	              pi+	  0.14000	0.00000e+00	1	0	  0	0	0	1	  1	  1	0.000630422
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    3.26279e-01	    1.40000e-01	    4.13813e-02	    7.43945e-02	    3.17194e-03	    1.15700e-02	    5.87374e-03	   -9.52271e-03	    1.05777e-02	    1.74702e-01	    4.55196e-01	    1.26281e-02	    2.82549e-02	    2.32793e-02
    3.30295e-01	    1.40000e-01	    4.09043e-02	    7.31547e-02	    3.21878e-03	    1.15518e-02	    5.98955e-03	   -9.47316e-03	    1.01839e-02	    1.73971e-01	    4.48150e-01	    1.26368e-02	    2.78740e-02	    2.32256e-02
    3.34321e-01	    1.40000e-01	    4.04238e-02	    7.19198e-02	    3.26626e-03	    1.15300e-02	    6.10237e-03	   -9.42191e-03	    9.79281e-03	    1.73183e-01	    4.41126e-01	    1.26426e-02	    2.74962e-02	    2.31627e-02
    3.38356e-01	    1.40000e-01	    3.99400e-02	    7.06903e-02	    3.31428e-03	    1.15047e-02	    6.21210e-03	   -9.36914e-03	    9.40475e-03	    1.72340e-01	    4.34128e-01	    1.26454e-02	    2.71216e-02	    2.30907e-02
    3.42401e-01	    1.40000e-01	    3.94532e-02	    6.94671e-02	    3.36272e-03	    1.14761e-02	    6.31864e-03	   -9.31503e-03	    9.02004e-03	    1.71442e-01	    4.27160e-01	    1.26451e-02	    2.67503e-02	    2.30100e-02
    3.46456e-01	    1.40000e-01	    3.89638e-02	    6.82507e-02	    3.41150e-03	    1.14443e-02	    6.42190e-03	   -9.25974e-03	    8.63899e-03	    1.70493e-01	    4.20226e-01	    1.26417e-02	    2.63823e-02	    2.29208e-02
    3.50522e-01	    1.40000e-01	    3.84719e-02	    6.70417e-02	    3.46049e-03	    1.14094e-02	    6.52180e-03	   -9.20342e-03	    8.26188e-03	    1.69494e-01	    4.13329e-01	    1.26351e-02	    2.60175e-02	    2.28235e-02
    3.54597e-01	    1.40000e-01	    3.79779e-02	    6.58406e-02	    3.50961e-03	    1.13716e-02	    6.61827e-03	   -9.14621e-03	    7.88899e-03	    1.68446e-01	    4.06473e-01	    1.26252e-02	    2.56560e-02	    2.27182e-02
    3.58684e-01	    1.40000e-01	    3.74820e-02	    6.46481e-02	    3.55876e-03	    1.13310e-02	    6.71124e-03	   -9.08824e-03	    7.52058e-03	    1.67352e-01	    3.99661e-01	    1.26122e-02	    2.52977e-02	    2.26052e-02
    3.62781e-01	    1.40000e-01	    3.69846e-02	    6.34646e-02	    3.60784e-03	    1.12876e-02	    6.80066e-03	   -9.02963e-03	    7.15690e-03	    1.66214e-01	    3.92895e-01	    1.25959e-02	    2.49427e-02	    2.24848e-02
